respondent_key,split
2013-2014:80150,validation
2013-2014:80153,train
2013-2014:80154,train
2013-2014:80160,train
2013-2014:80165,train
2013-2014:80169,train
2013-2014:80173,train
2013-2014:80179,train
2013-2014:80182,validation
2013-2014:80190,train
2013-2014:80194,train
2013-2014:80206,train
2013-2014:80207,test
2013-2014:80217,train
2013-2014:80225,train
2013-2014:80231,train
2013-2014:80234,train
2013-2014:80235,test
2013-2014:80236,train
2013-2014:80241,test
2013-2014:80248,validation
2013-2014:80251,train
2013-2014:80252,validation
2013-2014:80257,validation
2013-2014:80262,validation
2013-2014:80264,train
2013-2014:80266,train
2013-2014:80280,train
2013-2014:80281,train
2013-2014:80283,test
2013-2014:80287,test
2013-2014:80289,test
2013-2014:80295,train
2013-2014:80296,validation
2013-2014:80297,test
2013-2014:80300,train
2013-2014:80302,train
2013-2014:80305,test
2013-2014:80307,train
2013-2014:80309,train
2013-2014:80315,train
2013-2014:80317,test
2013-2014:80322,train
2013-2014:80325,train
2013-2014:80326,train
2013-2014:80333,train
2013-2014:80334,train
2013-2014:80336,train
2013-2014:80337,train
2013-2014:80339,train
2013-2014:80344,train
2013-2014:80347,train
2013-2014:80349,train
2013-2014:80350,validation
2013-2014:80351,test
2013-2014:80354,validation
2013-2014:80355,test
2013-2014:80357,train
2013-2014:80360,validation
2013-2014:80363,train
2013-2014:80364,validation
2013-2014:80387,train
2013-2014:80388,train
2013-2014:80390,train
2013-2014:80392,test
2013-2014:80398,train
2013-2014:80403,train
2013-2014:80407,train
2013-2014:80417,train
2013-2014:80419,train
2013-2014:80421,train
2013-2014:80424,train
2013-2014:80431,train
2013-2014:80433,train
2013-2014:80434,train
2013-2014:80436,train
2013-2014:80442,train
2013-2014:80448,train
2013-2014:80456,train
2013-2014:80458,train
2013-2014:80459,train
2013-2014:80460,train
2013-2014:80463,train
2013-2014:80465,train
2013-2014:80468,test
2013-2014:80473,test
2013-2014:80474,validation
2013-2014:80482,train
2013-2014:80486,train
2013-2014:80490,test
2013-2014:80492,train
2013-2014:80497,train
2013-2014:80507,train
2013-2014:80509,validation
2013-2014:80511,train
2013-2014:80512,train
2013-2014:80516,train
2013-2014:80519,train
2013-2014:80520,validation
2013-2014:80524,train
2013-2014:80526,train
2013-2014:80528,train
2013-2014:80531,train
2013-2014:80540,train
2013-2014:80542,validation
2013-2014:80563,train
2013-2014:80564,train
2013-2014:80565,validation
2013-2014:80569,train
2013-2014:80574,train
2013-2014:80575,train
2013-2014:80583,train
2013-2014:80586,train
2013-2014:80588,validation
2013-2014:80594,train
2013-2014:80602,train
2013-2014:80611,train
2013-2014:80616,train
2013-2014:80623,train
2013-2014:80633,train
2013-2014:80636,train
2013-2014:80642,train
2013-2014:80645,train
2013-2014:80651,train
2013-2014:80653,validation
2013-2014:80654,train
2013-2014:80656,train
2013-2014:80662,train
2013-2014:80680,train
2013-2014:80682,train
2013-2014:80686,train
2013-2014:80694,train
2013-2014:80701,validation
2013-2014:80709,train
2013-2014:80718,test
2013-2014:80722,train
2013-2014:80727,test
2013-2014:80731,test
2013-2014:80736,test
2013-2014:80737,train
2013-2014:80755,validation
2013-2014:80757,validation
2013-2014:80762,train
2013-2014:80775,train
2013-2014:80790,train
2013-2014:80792,train
2013-2014:80795,train
2013-2014:80804,test
2013-2014:80805,train
2013-2014:80816,train
2013-2014:80819,train
2013-2014:80823,train
2013-2014:80840,test
2013-2014:80849,train
2013-2014:80850,train
2013-2014:80851,train
2013-2014:80854,test
2013-2014:80873,validation
2013-2014:80876,train
2013-2014:80879,train
2013-2014:80893,train
2013-2014:80894,train
2013-2014:80905,train
2013-2014:80912,validation
2013-2014:80920,train
2013-2014:80921,test
2013-2014:80941,train
2013-2014:80954,train
2013-2014:80956,train
2013-2014:80961,test
2013-2014:80962,test
2013-2014:80964,train
2013-2014:80966,train
2013-2014:80973,train
2013-2014:80974,train
2013-2014:80975,train
2013-2014:80992,train
2013-2014:81003,train
2013-2014:81015,train
2013-2014:81019,train
2013-2014:81025,train
2013-2014:81026,validation
2013-2014:81040,train
2013-2014:81041,train
2013-2014:81043,validation
2013-2014:81048,validation
2013-2014:81050,train
2013-2014:81054,train
2013-2014:81055,train
2013-2014:81060,validation
2013-2014:81073,test
2013-2014:81074,train
2013-2014:81076,train
2013-2014:81078,train
2013-2014:81084,train
2013-2014:81087,train
2013-2014:81088,train
2013-2014:81093,train
2013-2014:81100,train
2013-2014:81101,train
2013-2014:81107,test
2013-2014:81108,train
2013-2014:81109,validation
2013-2014:81110,train
2013-2014:81111,train
2013-2014:81116,train
2013-2014:81119,train
2013-2014:81124,train
2013-2014:81133,train
2013-2014:81134,validation
2013-2014:81137,validation
2013-2014:81138,train
2013-2014:81148,train
2013-2014:81153,train
2013-2014:81155,test
2013-2014:81158,train
2013-2014:81159,test
2013-2014:81162,train
2013-2014:81166,train
2013-2014:81168,train
2013-2014:81171,train
2013-2014:81173,train
2013-2014:81180,validation
2013-2014:81182,test
2013-2014:81186,train
2013-2014:81188,train
2013-2014:81202,validation
2013-2014:81204,train
2013-2014:81210,validation
2013-2014:81212,validation
2013-2014:81221,train
2013-2014:81223,validation
2013-2014:81224,train
2013-2014:81227,train
2013-2014:81228,test
2013-2014:81239,train
2013-2014:81244,train
2013-2014:81261,test
2013-2014:81262,test
2013-2014:81264,train
2013-2014:81267,train
2013-2014:81276,test
2013-2014:81283,train
2013-2014:81284,train
2013-2014:81286,train
2013-2014:81287,test
2013-2014:81288,train
2013-2014:81289,validation
2013-2014:81296,train
2013-2014:81302,validation
2013-2014:81304,train
2013-2014:81316,train
2013-2014:81317,train
2013-2014:81318,test
2013-2014:81319,train
2013-2014:81321,train
2013-2014:81322,train
2013-2014:81326,train
2013-2014:81331,validation
2013-2014:81341,train
2013-2014:81358,train
2013-2014:81372,train
2013-2014:81374,train
2013-2014:81375,train
2013-2014:81378,train
2013-2014:81386,train
2013-2014:81401,validation
2013-2014:81407,train
2013-2014:81413,test
2013-2014:81419,train
2013-2014:81428,train
2013-2014:81429,train
2013-2014:81438,test
2013-2014:81444,train
2013-2014:81453,test
2013-2014:81457,train
2013-2014:81462,train
2013-2014:81470,test
2013-2014:81471,train
2013-2014:81475,train
2013-2014:81477,train
2013-2014:81481,train
2013-2014:81497,validation
2013-2014:81499,train
2013-2014:81503,train
2013-2014:81510,train
2013-2014:81517,train
2013-2014:81518,test
2013-2014:81526,validation
2013-2014:81528,train
2013-2014:81534,test
2013-2014:81535,validation
2013-2014:81537,train
2013-2014:81541,train
2013-2014:81547,train
2013-2014:81552,train
2013-2014:81553,validation
2013-2014:81568,validation
2013-2014:81572,train
2013-2014:81579,train
2013-2014:81580,train
2013-2014:81584,train
2013-2014:81591,validation
2013-2014:81604,train
2013-2014:81606,train
2013-2014:81607,train
2013-2014:81608,train
2013-2014:81613,train
2013-2014:81618,train
2013-2014:81619,validation
2013-2014:81621,test
2013-2014:81622,train
2013-2014:81623,validation
2013-2014:81625,train
2013-2014:81627,validation
2013-2014:81629,validation
2013-2014:81639,train
2013-2014:81640,test
2013-2014:81645,train
2013-2014:81648,train
2013-2014:81649,test
2013-2014:81659,validation
2013-2014:81661,train
2013-2014:81662,train
2013-2014:81664,train
2013-2014:81667,train
2013-2014:81669,train
2013-2014:81672,train
2013-2014:81675,train
2013-2014:81676,train
2013-2014:81680,train
2013-2014:81683,train
2013-2014:81686,test
2013-2014:81692,validation
2013-2014:81694,validation
2013-2014:81695,train
2013-2014:81697,train
2013-2014:81699,test
2013-2014:81708,train
2013-2014:81711,train
2013-2014:81713,train
2013-2014:81715,train
2013-2014:81721,train
2013-2014:81722,test
2013-2014:81735,train
2013-2014:81736,test
2013-2014:81738,train
2013-2014:81750,train
2013-2014:81751,train
2013-2014:81754,train
2013-2014:81768,train
2013-2014:81776,train
2013-2014:81797,train
2013-2014:81804,train
2013-2014:81808,train
2013-2014:81813,train
2013-2014:81816,test
2013-2014:81822,train
2013-2014:81827,train
2013-2014:81829,train
2013-2014:81831,train
2013-2014:81836,train
2013-2014:81846,train
2013-2014:81847,train
2013-2014:81849,validation
2013-2014:81855,train
2013-2014:81858,train
2013-2014:81871,train
2013-2014:81877,validation
2013-2014:81894,test
2013-2014:81895,validation
2013-2014:81897,train
2013-2014:81900,train
2013-2014:81909,test
2013-2014:81913,train
2013-2014:81919,train
2013-2014:81929,train
2013-2014:81933,validation
2013-2014:81934,train
2013-2014:81940,test
2013-2014:81943,train
2013-2014:81946,train
2013-2014:81953,test
2013-2014:81962,test
2013-2014:81966,train
2013-2014:81967,train
2013-2014:81970,train
2013-2014:81975,train
2013-2014:81977,train
2013-2014:81978,test
2013-2014:81982,validation
2013-2014:81983,train
2013-2014:81989,train
2013-2014:81992,validation
2013-2014:82002,train
2013-2014:82003,test
2013-2014:82023,train
2013-2014:82025,train
2013-2014:82039,train
2013-2014:82043,train
2013-2014:82049,validation
2013-2014:82050,test
2013-2014:82051,test
2013-2014:82052,train
2013-2014:82053,train
2013-2014:82057,train
2013-2014:82059,validation
2013-2014:82060,validation
2013-2014:82061,train
2013-2014:82066,train
2013-2014:82090,test
2013-2014:82091,validation
2013-2014:82095,validation
2013-2014:82105,train
2013-2014:82106,test
2013-2014:82114,train
2013-2014:82116,test
2013-2014:82120,validation
2013-2014:82123,test
2013-2014:82127,test
2013-2014:82131,test
2013-2014:82133,test
2013-2014:82141,test
2013-2014:82144,validation
2013-2014:82147,test
2013-2014:82160,train
2013-2014:82169,train
2013-2014:82179,train
2013-2014:82181,train
2013-2014:82182,test
2013-2014:82187,test
2013-2014:82193,train
2013-2014:82194,test
2013-2014:82197,train
2013-2014:82198,test
2013-2014:82199,train
2013-2014:82201,train
2013-2014:82205,train
2013-2014:82211,train
2013-2014:82218,train
2013-2014:82224,test
2013-2014:82233,train
2013-2014:82241,test
2013-2014:82242,validation
2013-2014:82248,test
2013-2014:82258,train
2013-2014:82279,train
2013-2014:82281,validation
2013-2014:82285,train
2013-2014:82286,train
2013-2014:82291,train
2013-2014:82296,train
2013-2014:82302,train
2013-2014:82307,train
2013-2014:82310,train
2013-2014:82330,train
2013-2014:82334,train
2013-2014:82337,train
2013-2014:82342,validation
2013-2014:82343,train
2013-2014:82357,train
2013-2014:82360,train
2013-2014:82369,test
2013-2014:82373,validation
2013-2014:82384,train
2013-2014:82389,train
2013-2014:82395,train
2013-2014:82401,train
2013-2014:82405,train
2013-2014:82412,train
2013-2014:82425,train
2013-2014:82428,train
2013-2014:82430,test
2013-2014:82434,train
2013-2014:82439,train
2013-2014:82447,train
2013-2014:82450,train
2013-2014:82451,train
2013-2014:82452,train
2013-2014:82454,test
2013-2014:82455,train
2013-2014:82465,train
2013-2014:82492,train
2013-2014:82494,train
2013-2014:82495,train
2013-2014:82501,train
2013-2014:82502,train
2013-2014:82503,test
2013-2014:82512,train
2013-2014:82519,train
2013-2014:82520,train
2013-2014:82527,validation
2013-2014:82529,train
2013-2014:82535,train
2013-2014:82538,train
2013-2014:82543,test
2013-2014:82550,train
2013-2014:82562,validation
2013-2014:82576,test
2013-2014:82579,train
2013-2014:82589,test
2013-2014:82590,train
2013-2014:82603,validation
2013-2014:82609,validation
2013-2014:82614,test
2013-2014:82617,train
2013-2014:82628,train
2013-2014:82630,train
2013-2014:82635,train
2013-2014:82636,train
2013-2014:82638,test
2013-2014:82643,train
2013-2014:82654,train
2013-2014:82655,train
2013-2014:82657,train
2013-2014:82660,test
2013-2014:82665,train
2013-2014:82674,train
2013-2014:82677,train
2013-2014:82678,validation
2013-2014:82684,train
2013-2014:82696,train
2013-2014:82697,train
2013-2014:82708,train
2013-2014:82714,train
2013-2014:82719,train
2013-2014:82723,train
2013-2014:82724,train
2013-2014:82726,train
2013-2014:82728,train
2013-2014:82730,train
2013-2014:82735,test
2013-2014:82737,validation
2013-2014:82743,train
2013-2014:82766,test
2013-2014:82769,train
2013-2014:82770,train
2013-2014:82774,train
2013-2014:82781,validation
2013-2014:82784,train
2013-2014:82798,train
2013-2014:82803,test
2013-2014:82813,train
2013-2014:82823,validation
2013-2014:82825,train
2013-2014:82832,train
2013-2014:82834,validation
2013-2014:82838,train
2013-2014:82839,validation
2013-2014:82848,train
2013-2014:82851,validation
2013-2014:82857,train
2013-2014:82859,train
2013-2014:82862,test
2013-2014:82874,train
2013-2014:82882,validation
2013-2014:82893,validation
2013-2014:82896,train
2013-2014:82897,train
2013-2014:82903,validation
2013-2014:82926,train
2013-2014:82929,train
2013-2014:82930,train
2013-2014:82932,train
2013-2014:82945,train
2013-2014:82946,validation
2013-2014:82948,train
2013-2014:82952,train
2013-2014:82957,train
2013-2014:82961,train
2013-2014:82965,train
2013-2014:82971,train
2013-2014:82978,validation
2013-2014:82980,train
2013-2014:82982,validation
2013-2014:82984,train
2013-2014:82991,train
2013-2014:82992,train
2013-2014:82996,train
2013-2014:83001,train
2013-2014:83003,train
2013-2014:83012,test
2013-2014:83016,validation
2013-2014:83017,validation
2013-2014:83018,train
2013-2014:83019,validation
2013-2014:83021,train
2013-2014:83025,train
2013-2014:83027,validation
2013-2014:83036,train
2013-2014:83042,validation
2013-2014:83050,train
2013-2014:83056,train
2013-2014:83060,train
2013-2014:83065,train
2013-2014:83067,train
2013-2014:83074,train
2013-2014:83076,train
2013-2014:83083,train
2013-2014:83088,train
2013-2014:83096,test
2013-2014:83098,test
2013-2014:83100,train
2013-2014:83101,train
2013-2014:83103,train
2013-2014:83111,train
2013-2014:83116,test
2013-2014:83117,test
2013-2014:83118,validation
2013-2014:83131,train
2013-2014:83134,validation
2013-2014:83140,validation
2013-2014:83150,train
2013-2014:83156,train
2013-2014:83170,validation
2013-2014:83174,validation
2013-2014:83177,train
2013-2014:83191,validation
2013-2014:83197,train
2013-2014:83201,train
2013-2014:83208,train
2013-2014:83215,validation
2013-2014:83222,train
2013-2014:83237,train
2013-2014:83238,train
2013-2014:83248,validation
2013-2014:83251,train
2013-2014:83252,train
2013-2014:83260,train
2013-2014:83261,train
2013-2014:83272,train
2013-2014:83284,train
2013-2014:83286,train
2013-2014:83287,train
2013-2014:83292,train
2013-2014:83295,validation
2013-2014:83301,train
2013-2014:83305,train
2013-2014:83313,train
2013-2014:83326,train
2013-2014:83328,train
2013-2014:83329,train
2013-2014:83332,train
2013-2014:83336,train
2013-2014:83349,train
2013-2014:83354,train
2013-2014:83372,train
2013-2014:83379,train
2013-2014:83383,test
2013-2014:83385,train
2013-2014:83395,train
2013-2014:83398,train
2013-2014:83400,train
2013-2014:83403,validation
2013-2014:83406,validation
2013-2014:83407,train
2013-2014:83428,train
2013-2014:83429,train
2013-2014:83431,train
2013-2014:83433,validation
2013-2014:83440,train
2013-2014:83448,validation
2013-2014:83455,train
2013-2014:83461,validation
2013-2014:83472,validation
2013-2014:83475,train
2013-2014:83480,train
2013-2014:83491,train
2013-2014:83494,test
2013-2014:83497,train
2013-2014:83514,train
2013-2014:83516,train
2013-2014:83517,train
2013-2014:83522,train
2013-2014:83523,train
2013-2014:83524,test
2013-2014:83536,train
2013-2014:83539,train
2013-2014:83563,train
2013-2014:83564,train
2013-2014:83591,test
2013-2014:83597,train
2013-2014:83600,train
2013-2014:83630,train
2013-2014:83639,train
2013-2014:83643,train
2013-2014:83648,train
2013-2014:83658,validation
2013-2014:83663,test
2013-2014:83665,train
2013-2014:83668,validation
2013-2014:83673,train
2013-2014:83676,train
2013-2014:83677,train
2013-2014:83678,train
2013-2014:83679,validation
2013-2014:83683,test
2013-2014:83687,validation
2013-2014:83688,train
2013-2014:83699,train
2013-2014:83702,train
2013-2014:83711,train
2013-2014:83717,train
2015-2016:83735,train
2015-2016:83737,train
2015-2016:83742,test
2015-2016:83745,train
2015-2016:83749,train
2015-2016:83751,train
2015-2016:83752,train
2015-2016:83754,validation
2015-2016:83761,test
2015-2016:83767,train
2015-2016:83768,train
2015-2016:83773,test
2015-2016:83774,test
2015-2016:83781,train
2015-2016:83788,train
2015-2016:83809,test
2015-2016:83812,train
2015-2016:83815,train
2015-2016:83818,train
2015-2016:83819,test
2015-2016:83825,train
2015-2016:83828,validation
2015-2016:83831,train
2015-2016:83832,train
2015-2016:83836,train
2015-2016:83837,train
2015-2016:83854,train
2015-2016:83857,train
2015-2016:83862,train
2015-2016:83871,train
2015-2016:83875,train
2015-2016:83881,train
2015-2016:83883,train
2015-2016:83885,train
2015-2016:83887,train
2015-2016:83890,train
2015-2016:83897,train
2015-2016:83900,validation
2015-2016:83903,test
2015-2016:83911,train
2015-2016:83917,train
2015-2016:83920,train
2015-2016:83924,train
2015-2016:83928,train
2015-2016:83933,train
2015-2016:83934,test
2015-2016:83937,train
2015-2016:83943,train
2015-2016:83948,test
2015-2016:83952,train
2015-2016:83958,train
2015-2016:83959,train
2015-2016:83961,train
2015-2016:83962,train
2015-2016:83963,validation
2015-2016:83969,train
2015-2016:83971,train
2015-2016:83990,validation
2015-2016:83991,train
2015-2016:83993,validation
2015-2016:83994,train
2015-2016:83996,train
2015-2016:84001,train
2015-2016:84004,train
2015-2016:84008,test
2015-2016:84022,test
2015-2016:84023,train
2015-2016:84025,train
2015-2016:84028,test
2015-2016:84029,train
2015-2016:84033,train
2015-2016:84034,train
2015-2016:84038,validation
2015-2016:84041,validation
2015-2016:84046,test
2015-2016:84051,train
2015-2016:84055,train
2015-2016:84056,validation
2015-2016:84058,train
2015-2016:84062,train
2015-2016:84065,train
2015-2016:84073,train
2015-2016:84077,train
2015-2016:84093,validation
2015-2016:84094,train
2015-2016:84102,validation
2015-2016:84107,train
2015-2016:84118,train
2015-2016:84127,train
2015-2016:84128,train
2015-2016:84130,train
2015-2016:84137,train
2015-2016:84140,train
2015-2016:84151,train
2015-2016:84166,test
2015-2016:84171,train
2015-2016:84174,validation
2015-2016:84188,train
2015-2016:84189,train
2015-2016:84192,train
2015-2016:84194,train
2015-2016:84208,train
2015-2016:84221,train
2015-2016:84224,train
2015-2016:84231,train
2015-2016:84234,train
2015-2016:84238,train
2015-2016:84243,train
2015-2016:84247,test
2015-2016:84248,train
2015-2016:84253,train
2015-2016:84276,train
2015-2016:84278,train
2015-2016:84279,train
2015-2016:84286,validation
2015-2016:84295,train
2015-2016:84300,validation
2015-2016:84305,train
2015-2016:84308,train
2015-2016:84319,validation
2015-2016:84321,train
2015-2016:84323,train
2015-2016:84325,test
2015-2016:84330,validation
2015-2016:84332,train
2015-2016:84338,validation
2015-2016:84340,train
2015-2016:84347,train
2015-2016:84359,train
2015-2016:84363,validation
2015-2016:84366,train
2015-2016:84372,train
2015-2016:84378,test
2015-2016:84383,test
2015-2016:84392,validation
2015-2016:84394,train
2015-2016:84395,train
2015-2016:84396,train
2015-2016:84399,train
2015-2016:84400,train
2015-2016:84401,train
2015-2016:84402,train
2015-2016:84409,train
2015-2016:84410,train
2015-2016:84412,train
2015-2016:84417,train
2015-2016:84419,train
2015-2016:84429,train
2015-2016:84440,train
2015-2016:84450,validation
2015-2016:84456,train
2015-2016:84459,test
2015-2016:84471,train
2015-2016:84473,train
2015-2016:84476,train
2015-2016:84479,test
2015-2016:84480,train
2015-2016:84485,train
2015-2016:84490,validation
2015-2016:84493,train
2015-2016:84494,train
2015-2016:84495,test
2015-2016:84498,train
2015-2016:84500,test
2015-2016:84509,train
2015-2016:84511,train
2015-2016:84513,train
2015-2016:84522,train
2015-2016:84524,validation
2015-2016:84532,validation
2015-2016:84534,train
2015-2016:84535,train
2015-2016:84539,train
2015-2016:84540,validation
2015-2016:84547,train
2015-2016:84555,test
2015-2016:84561,train
2015-2016:84565,train
2015-2016:84569,train
2015-2016:84576,validation
2015-2016:84579,train
2015-2016:84581,validation
2015-2016:84583,train
2015-2016:84587,test
2015-2016:84594,validation
2015-2016:84597,validation
2015-2016:84602,train
2015-2016:84605,train
2015-2016:84617,train
2015-2016:84619,test
2015-2016:84620,train
2015-2016:84625,validation
2015-2016:84640,train
2015-2016:84641,validation
2015-2016:84642,train
2015-2016:84644,train
2015-2016:84651,train
2015-2016:84658,train
2015-2016:84665,validation
2015-2016:84668,train
2015-2016:84671,train
2015-2016:84672,validation
2015-2016:84677,train
2015-2016:84678,train
2015-2016:84679,validation
2015-2016:84683,train
2015-2016:84685,test
2015-2016:84704,test
2015-2016:84706,train
2015-2016:84716,test
2015-2016:84720,train
2015-2016:84734,test
2015-2016:84736,test
2015-2016:84759,train
2015-2016:84765,train
2015-2016:84766,train
2015-2016:84773,validation
2015-2016:84778,train
2015-2016:84783,train
2015-2016:84795,train
2015-2016:84796,train
2015-2016:84797,validation
2015-2016:84802,test
2015-2016:84815,train
2015-2016:84816,train
2015-2016:84825,train
2015-2016:84826,train
2015-2016:84833,train
2015-2016:84837,train
2015-2016:84847,train
2015-2016:84852,train
2015-2016:84854,train
2015-2016:84857,train
2015-2016:84859,train
2015-2016:84869,validation
2015-2016:84879,validation
2015-2016:84880,train
2015-2016:84882,train
2015-2016:84887,test
2015-2016:84891,test
2015-2016:84899,train
2015-2016:84902,train
2015-2016:84903,test
2015-2016:84904,train
2015-2016:84910,train
2015-2016:84913,train
2015-2016:84914,train
2015-2016:84918,train
2015-2016:84929,train
2015-2016:84936,validation
2015-2016:84944,validation
2015-2016:84946,validation
2015-2016:84948,test
2015-2016:84952,test
2015-2016:84956,test
2015-2016:84963,train
2015-2016:84964,test
2015-2016:84965,train
2015-2016:84973,train
2015-2016:84974,validation
2015-2016:84979,train
2015-2016:84989,train
2015-2016:84995,train
2015-2016:85001,train
2015-2016:85002,train
2015-2016:85003,validation
2015-2016:85009,train
2015-2016:85016,train
2015-2016:85018,train
2015-2016:85019,test
2015-2016:85020,validation
2015-2016:85034,train
2015-2016:85035,train
2015-2016:85063,validation
2015-2016:85069,train
2015-2016:85073,train
2015-2016:85074,train
2015-2016:85075,train
2015-2016:85088,train
2015-2016:85091,train
2015-2016:85093,validation
2015-2016:85095,train
2015-2016:85098,test
2015-2016:85100,validation
2015-2016:85102,test
2015-2016:85104,train
2015-2016:85108,train
2015-2016:85111,train
2015-2016:85114,train
2015-2016:85129,train
2015-2016:85131,validation
2015-2016:85132,train
2015-2016:85138,train
2015-2016:85147,train
2015-2016:85152,train
2015-2016:85158,train
2015-2016:85159,train
2015-2016:85160,train
2015-2016:85161,test
2015-2016:85166,train
2015-2016:85172,train
2015-2016:85173,train
2015-2016:85187,train
2015-2016:85192,train
2015-2016:85194,train
2015-2016:85200,train
2015-2016:85203,train
2015-2016:85216,train
2015-2016:85229,train
2015-2016:85231,train
2015-2016:85232,train
2015-2016:85239,test
2015-2016:85241,test
2015-2016:85252,test
2015-2016:85256,train
2015-2016:85262,test
2015-2016:85269,train
2015-2016:85275,train
2015-2016:85276,validation
2015-2016:85284,validation
2015-2016:85286,train
2015-2016:85293,test
2015-2016:85294,train
2015-2016:85297,test
2015-2016:85302,train
2015-2016:85303,train
2015-2016:85306,train
2015-2016:85308,train
2015-2016:85309,train
2015-2016:85318,train
2015-2016:85319,test
2015-2016:85322,train
2015-2016:85325,test
2015-2016:85331,train
2015-2016:85341,test
2015-2016:85343,train
2015-2016:85346,train
2015-2016:85351,train
2015-2016:85352,train
2015-2016:85354,test
2015-2016:85361,train
2015-2016:85363,train
2015-2016:85367,train
2015-2016:85368,train
2015-2016:85370,train
2015-2016:85375,train
2015-2016:85379,validation
2015-2016:85382,test
2015-2016:85389,train
2015-2016:85390,train
2015-2016:85393,train
2015-2016:85399,train
2015-2016:85401,train
2015-2016:85408,train
2015-2016:85415,validation
2015-2016:85420,train
2015-2016:85434,test
2015-2016:85437,train
2015-2016:85453,train
2015-2016:85455,train
2015-2016:85457,validation
2015-2016:85460,train
2015-2016:85463,train
2015-2016:85465,train
2015-2016:85470,train
2015-2016:85493,train
2015-2016:85494,train
2015-2016:85499,validation
2015-2016:85501,train
2015-2016:85502,validation
2015-2016:85503,train
2015-2016:85505,validation
2015-2016:85508,train
2015-2016:85509,test
2015-2016:85515,train
2015-2016:85516,train
2015-2016:85517,test
2015-2016:85525,train
2015-2016:85530,train
2015-2016:85537,train
2015-2016:85541,validation
2015-2016:85549,train
2015-2016:85552,train
2015-2016:85553,train
2015-2016:85564,train
2015-2016:85565,train
2015-2016:85567,train
2015-2016:85578,train
2015-2016:85580,train
2015-2016:85587,train
2015-2016:85590,train
2015-2016:85591,train
2015-2016:85592,train
2015-2016:85596,train
2015-2016:85599,train
2015-2016:85601,test
2015-2016:85611,train
2015-2016:85614,train
2015-2016:85621,test
2015-2016:85624,train
2015-2016:85628,validation
2015-2016:85631,train
2015-2016:85633,train
2015-2016:85637,train
2015-2016:85645,train
2015-2016:85649,train
2015-2016:85655,test
2015-2016:85656,train
2015-2016:85658,train
2015-2016:85662,train
2015-2016:85664,train
2015-2016:85672,train
2015-2016:85676,train
2015-2016:85683,train
2015-2016:85692,test
2015-2016:85696,validation
2015-2016:85700,validation
2015-2016:85702,test
2015-2016:85707,train
2015-2016:85711,test
2015-2016:85717,validation
2015-2016:85722,validation
2015-2016:85725,train
2015-2016:85728,train
2015-2016:85733,validation
2015-2016:85734,test
2015-2016:85738,test
2015-2016:85746,train
2015-2016:85770,train
2015-2016:85771,test
2015-2016:85778,train
2015-2016:85779,train
2015-2016:85781,train
2015-2016:85783,train
2015-2016:85787,test
2015-2016:85816,train
2015-2016:85822,train
2015-2016:85823,validation
2015-2016:85831,train
2015-2016:85846,validation
2015-2016:85851,train
2015-2016:85858,test
2015-2016:85859,train
2015-2016:85867,train
2015-2016:85869,train
2015-2016:85874,train
2015-2016:85878,train
2015-2016:85880,validation
2015-2016:85883,train
2015-2016:85885,train
2015-2016:85893,train
2015-2016:85909,train
2015-2016:85913,train
2015-2016:85914,test
2015-2016:85925,train
2015-2016:85931,validation
2015-2016:85936,train
2015-2016:85942,train
2015-2016:85948,validation
2015-2016:85957,train
2015-2016:85958,train
2015-2016:85960,train
2015-2016:85961,train
2015-2016:85964,validation
2015-2016:85966,test
2015-2016:85973,train
2015-2016:85975,test
2015-2016:85978,validation
2015-2016:85990,test
2015-2016:85994,train
2015-2016:85997,train
2015-2016:86002,train
2015-2016:86007,train
2015-2016:86009,train
2015-2016:86011,test
2015-2016:86013,validation
2015-2016:86022,train
2015-2016:86023,train
2015-2016:86024,train
2015-2016:86027,train
2015-2016:86028,train
2015-2016:86029,test
2015-2016:86031,train
2015-2016:86032,train
2015-2016:86037,train
2015-2016:86038,train
2015-2016:86039,test
2015-2016:86043,validation
2015-2016:86048,train
2015-2016:86056,validation
2015-2016:86058,train
2015-2016:86059,test
2015-2016:86071,test
2015-2016:86077,train
2015-2016:86082,validation
2015-2016:86085,train
2015-2016:86090,validation
2015-2016:86091,train
2015-2016:86101,validation
2015-2016:86105,train
2015-2016:86118,test
2015-2016:86123,test
2015-2016:86129,train
2015-2016:86132,train
2015-2016:86143,train
2015-2016:86145,test
2015-2016:86150,validation
2015-2016:86153,train
2015-2016:86155,train
2015-2016:86156,train
2015-2016:86159,train
2015-2016:86166,train
2015-2016:86167,train
2015-2016:86169,test
2015-2016:86177,train
2015-2016:86180,validation
2015-2016:86181,test
2015-2016:86184,train
2015-2016:86188,test
2015-2016:86189,validation
2015-2016:86210,train
2015-2016:86212,train
2015-2016:86221,train
2015-2016:86226,train
2015-2016:86232,train
2015-2016:86238,test
2015-2016:86239,test
2015-2016:86247,train
2015-2016:86258,train
2015-2016:86259,test
2015-2016:86262,train
2015-2016:86282,test
2015-2016:86286,train
2015-2016:86288,train
2015-2016:86291,train
2015-2016:86293,train
2015-2016:86297,train
2015-2016:86311,train
2015-2016:86315,train
2015-2016:86316,train
2015-2016:86321,train
2015-2016:86324,train
2015-2016:86326,train
2015-2016:86327,validation
2015-2016:86329,train
2015-2016:86336,test
2015-2016:86339,train
2015-2016:86345,train
2015-2016:86352,train
2015-2016:86356,test
2015-2016:86357,train
